Employee ID,Employee Name,NRIC,DOB,DOJ,Department_ID,Modules Taught
NUS12551,Andrew Gilbert DVM,XXXXX496A,1984-12-31T00:00:00Z,2007-10-20T00:00:00Z,Chemical and Biomolecular Engineering,CN1101A
NUS12552,Christopher Frederick,XXXXX838A,1970-03-13T00:00:00Z,2012-06-05T00:00:00Z,SCALE Dean's Office,TIE2130
NUS12553,Jennifer Ewing,XXXXX532A,1981-12-25T00:00:00Z,2010-07-09T00:00:00Z,Communications and New Media,GEX1032
NUS12554,Jillian Coleman,XXXXX124A,1992-01-21T00:00:00Z,2008-11-09T00:00:00Z,Psychology,PL4246
NUS12555,Angel Thompson,XXXXX767A,1983-07-06T00:00:00Z,2009-08-24T00:00:00Z,Finance,FIN3139
NUS12556,Dawn Nixon DDS,XXXXX246A,1985-05-20T00:00:00Z,2005-03-03T00:00:00Z,SCALE Dean's Office,TME2151
NUS12557,Amanda Oliver,XXXXX598A,1981-06-06T00:00:00Z,2006-07-20T00:00:00Z,College of Alice and Peter Tan,UTS2402
NUS12558,Adam Rhodes MD,XXXXX661A,1986-01-08T00:00:00Z,2009-06-04T00:00:00Z,FoL Dean's Office,LC5336
NUS12559,Daniel Osborne,XXXXX974A,1990-10-25T00:00:00Z,2004-03-11T00:00:00Z,Psychology,PL3281A
NUS12560,Nathaniel Reid,XXXXX889A,1991-10-25T00:00:00Z,2004-11-01T00:00:00Z,Mechanical Engineering,ME5422
NUS12561,William Lee,XXXXX850A,1991-06-19T00:00:00Z,2009-12-02T00:00:00Z,Center for Engl Lang Comms,IS2101
NUS12562,Anthony Kelly,XXXXX445A,1977-09-03T00:00:00Z,2004-12-06T00:00:00Z,NUS Medicine Dean's Office,ABM5004
NUS12563,Calvin Martinez,XXXXX930A,1989-02-24T00:00:00Z,2012-10-16T00:00:00Z,Communications and New Media,NM2104
NUS12564,Monica Meyers,XXXXX537A,1990-10-22T00:00:00Z,2012-11-25T00:00:00Z,FoL Dean's Office,LL5402
NUS12565,Jenna Mason,XXXXX492A,1970-09-29T00:00:00Z,2013-11-03T00:00:00Z,Physiology,LSM3216
NUS12566,Andrea Bird,XXXXX650A,1984-10-04T00:00:00Z,2012-06-12T00:00:00Z,YSTCM Dean's Office,MUA3178
NUS12567,Holly Alexander,XXXXX254A,1986-10-30T00:00:00Z,2009-03-01T00:00:00Z,YSTCM Dean's Office,MUA2108
NUS12568,Barbara Moore,XXXXX348A,1980-06-06T00:00:00Z,2009-01-19T00:00:00Z,BIZ Dean's Office,DMB1201FIN
NUS12569,Alexis Lin,XXXXX895A,1989-09-02T00:00:00Z,2012-04-24T00:00:00Z,Yale-NUS College,YID2216
NUS12570,Erik Maynard,XXXXX665A,1990-07-11T00:00:00Z,2012-08-01T00:00:00Z,Chemistry,CM2122
NUS12571,Louis Hartman,XXXXX947A,1976-10-18T00:00:00Z,2001-01-21T00:00:00Z,Mathematics,MA2288
NUS12572,Brian Castro,XXXXX743A,1979-06-21T00:00:00Z,1999-08-09T00:00:00Z,Chemical and Biomolecular Engineering,CN5202
NUS12573,Brittany Parsons,XXXXX307A,1972-10-14T00:00:00Z,2006-05-19T00:00:00Z,Civil and Environmental Engineering,OT5001
NUS12574,Edward Chavez,XXXXX292A,1983-04-04T00:00:00Z,2012-08-01T00:00:00Z,Mathematics,MA1521
NUS12575,Anna Kelly,XXXXX609A,1987-01-30T00:00:00Z,2001-07-25T00:00:00Z,BIZ Dean's Office,RE5001
NUS12576,William Hull,XXXXX541A,1983-12-14T00:00:00Z,2002-06-28T00:00:00Z,FoL Dean's Office,LL6525
NUS12577,Matthew Martinez,XXXXX817A,1974-03-01T00:00:00Z,2005-03-12T00:00:00Z,SCALE Dean's Office,TCE2155
NUS12578,Scott Johnson,XXXXX388A,1989-01-21T00:00:00Z,2005-12-12T00:00:00Z,LKYSPP Dean's Office,PP5223
NUS12579,Timothy Matthews,XXXXX784A,1989-08-03T00:00:00Z,2001-01-24T00:00:00Z,SSH School of Public Health Dean's Office,SPH5003
NUS12580,Dr. Jonathan Murphy,XXXXX561A,1979-05-01T00:00:00Z,2008-08-14T00:00:00Z,Statistics and Data Science,DSA1101
NUS12581,Jeremy Lester,XXXXX303A,1993-01-30T00:00:00Z,2013-11-12T00:00:00Z,Architecture,LAD4008
NUS12582,Joshua Bell,XXXXX569A,1975-12-12T00:00:00Z,2009-03-07T00:00:00Z,Industrial Systems Engineering and Management,MT5900
NUS12583,Jill Cochran,XXXXX432A,1982-10-25T00:00:00Z,2001-02-04T00:00:00Z,PharmacyandPharmaceuticalScience,PR5134
NUS12584,Kirsten Mckenzie,XXXXX909A,1989-05-22T00:00:00Z,2000-10-21T00:00:00Z,BIZ Dean's Office,BMK5101
NUS12585,Robert Jones,XXXXX394A,1970-11-20T00:00:00Z,2009-10-10T00:00:00Z,Center for Engl Lang Comms,CS2101
NUS12586,Jennifer Perkins,XXXXX381A,1988-06-19T00:00:00Z,2003-08-30T00:00:00Z,Political Science,GL4883B
NUS12587,Jason Lyons,XXXXX669A,1974-06-24T00:00:00Z,2007-06-09T00:00:00Z,YSTCM Dean's Office,MUH3203
NUS12588,Matthew Mcconnell,XXXXX949A,1979-05-02T00:00:00Z,2006-07-07T00:00:00Z,Biological Sciences,BL5661
NUS12589,Joseph Rhodes,XXXXX898A,1988-10-26T00:00:00Z,2011-01-31T00:00:00Z,Psychology,PL4880K
NUS12590,Jennifer Luna,XXXXX407A,1984-09-15T00:00:00Z,2009-06-04T00:00:00Z,FoL Dean's Office,LLJ5434V
NUS12591,Brittany Carpenter,XXXXX936A,1978-07-09T00:00:00Z,2014-05-25T00:00:00Z,Built Environment,PF2205
NUS12592,Cody Marshall Jr.,XXXXX753A,1977-03-05T00:00:00Z,2003-07-17T00:00:00Z,Statistics and Data Science,DSA4312
NUS12593,Stephanie Wilson,XXXXX993A,1981-06-23T00:00:00Z,2013-08-23T00:00:00Z,Finance,FIN4716
NUS12594,Annette Blevins,XXXXX246A,1973-11-12T00:00:00Z,2012-08-26T00:00:00Z,Office of the President,MEM5102
NUS12595,Jason Allen,XXXXX755A,1977-03-18T00:00:00Z,1999-09-08T00:00:00Z,Political Science,PS4314HM
NUS12596,Monica Valdez,XXXXX142A,1989-12-15T00:00:00Z,2001-07-29T00:00:00Z,English,EN2202
NUS12597,Christine Gomez,XXXXX867A,1994-07-13T00:00:00Z,2011-11-16T00:00:00Z,Asian Inst of Digital Finance,FT5101
NUS12598,Catherine West,XXXXX294A,1982-07-16T00:00:00Z,2007-02-19T00:00:00Z,English,EN3224
NUS12599,Tonya Roberts,XXXXX324A,1991-09-05T00:00:00Z,2002-10-12T00:00:00Z,FoL Dean's Office,LLJ5111V
NUS12600,Ronald Rodriguez,XXXXX417A,1976-09-28T00:00:00Z,2009-01-29T00:00:00Z,BIZ Dean's Office,BMA5803
NUS12601,Lisa Tucker,XXXXX123A,1975-04-24T00:00:00Z,2012-03-17T00:00:00Z,Industrial Systems Engineering and Management,IE5405
NUS12602,Roy Black,XXXXX475A,1969-10-24T00:00:00Z,2007-11-27T00:00:00Z,Chinese Studies,GESS1003
NUS12603,Jordan Wagner,XXXXX307A,1982-12-11T00:00:00Z,2001-05-03T00:00:00Z,Computer Science,CS6204
NUS12604,Savannah Adams,XXXXX386A,1978-09-18T00:00:00Z,2002-04-23T00:00:00Z,Psychology,PL4224
NUS12605,Joel Collins,XXXXX641A,1986-11-02T00:00:00Z,2009-01-19T00:00:00Z,Information Systems and Analytics,IS4231
NUS12606,Sean Acosta,XXXXX780A,1977-04-27T00:00:00Z,2009-03-10T00:00:00Z,Southeast Asian Studies,SEA5214
NUS12607,Jennifer Harris,XXXXX216A,1994-04-06T00:00:00Z,2014-03-20T00:00:00Z,English,EN4232HM
NUS12608,Terri Brady,XXXXX815A,1971-11-23T00:00:00Z,2002-10-26T00:00:00Z,Built Environment,PF3207
NUS12609,Ashley Mack,XXXXX184A,1978-03-05T00:00:00Z,2005-01-14T00:00:00Z,Office of the Provost,SFI2034
NUS12610,Christopher Moore,XXXXX923A,1980-08-31T00:00:00Z,2007-08-27T00:00:00Z,Mathematics,DSA5204
NUS12611,Ashley Dawson,XXXXX704A,1977-11-05T00:00:00Z,2010-08-05T00:00:00Z,YSTCM Dean's Office,MUL2107
NUS12612,Andre Kelly,XXXXX686A,1980-02-24T00:00:00Z,2008-12-27T00:00:00Z,Ridge View Residential College,RVSS1000
NUS12613,Michael Watts,XXXXX694A,1988-09-03T00:00:00Z,2011-01-25T00:00:00Z,YSTCM Dean's Office,MUT3224
NUS12614,Denise Caldwell,XXXXX494A,1976-12-11T00:00:00Z,2013-04-10T00:00:00Z,Computer Science,CS3281
NUS12615,Kevin Jones,XXXXX145A,1989-08-04T00:00:00Z,2001-05-13T00:00:00Z,Psychology,UTOA2002PL
NUS12616,Bradley Smith,XXXXX302A,1984-03-31T00:00:00Z,2005-01-30T00:00:00Z,Biological Sciences,BL5301
NUS12617,Jessica Robertson,XXXXX667A,1981-12-22T00:00:00Z,2009-09-27T00:00:00Z,Sociology and Anthropology,SC2204
NUS12618,Danny Faulkner,XXXXX956A,1987-02-18T00:00:00Z,2008-09-27T00:00:00Z,Philosophy,PH2201
NUS12619,Linda Jefferson,XXXXX301A,1970-05-08T00:00:00Z,2003-11-20T00:00:00Z,Architecture,AR3412
NUS12620,Jennifer Faulkner,XXXXX839A,1990-04-03T00:00:00Z,2002-01-10T00:00:00Z,Mathematics,DSA5201
NUS12621,William Evans,XXXXX952A,1977-05-31T00:00:00Z,2007-01-01T00:00:00Z,FoL Dean's Office,LLD5322
NUS12622,Vanessa Reynolds,XXXXX175A,1989-09-14T00:00:00Z,2008-10-31T00:00:00Z,FoL Dean's Office,LC2010G
NUS12623,Theresa Guerra,XXXXX725A,1988-05-27T00:00:00Z,2010-01-27T00:00:00Z,Economics,EC2374
NUS12624,Ian Nunez,XXXXX654A,1989-06-11T00:00:00Z,2007-03-27T00:00:00Z,Mathematics,QF5210A
NUS12625,Christy Jimenez,XXXXX602A,1983-07-29T00:00:00Z,2013-05-11T00:00:00Z,Centre for Language Studies,LAH2201
NUS12626,Alexander Larsen,XXXXX204A,1992-09-30T00:00:00Z,2005-08-20T00:00:00Z,Communications and New Media,NMC5341
NUS12627,Trevor Koch,XXXXX490A,1976-02-21T00:00:00Z,2003-10-31T00:00:00Z,BIZ Dean's Office,BI3712R
NUS12628,Courtney Johnson,XXXXX651A,1979-05-10T00:00:00Z,2007-11-19T00:00:00Z,Architecture,LAD1004
NUS12629,Tammy Porter,XXXXX392A,1976-11-12T00:00:00Z,2003-10-16T00:00:00Z,Chemistry,SP2251
NUS12630,Donald Flores,XXXXX347A,1989-12-25T00:00:00Z,2014-07-04T00:00:00Z,Accounting,ACC4711
NUS12631,Jeffrey Miller,XXXXX436A,1969-09-18T00:00:00Z,2013-08-19T00:00:00Z,Management and Organisation,MNO2705C
NUS12632,Billy Gibson,XXXXX622A,1975-03-27T00:00:00Z,2013-11-23T00:00:00Z,Duke-NUS Dean's Office,GMS5702
NUS12633,Robin Navarro,XXXXX689A,1988-11-08T00:00:00Z,2008-11-24T00:00:00Z,NUS College Dean's Office,NST2055
NUS12634,Ivan Anderson,XXXXX990A,1975-09-15T00:00:00Z,2010-12-19T00:00:00Z,Japanese Studies,GEH1014
NUS12635,Maria Rose,XXXXX973A,1983-04-04T00:00:00Z,2011-02-08T00:00:00Z,History,HY3260
NUS12636,Mathew Walters,XXXXX901A,1975-10-29T00:00:00Z,2000-08-05T00:00:00Z,Yale-NUS College,YIR4301
NUS12637,Sue Wright,XXXXX235A,1990-08-03T00:00:00Z,2006-04-22T00:00:00Z,Electrical and Computer Engineering,EE6531
NUS12638,Roberto Martin,XXXXX869A,1979-04-30T00:00:00Z,2005-03-30T00:00:00Z,Chemistry,CM1102
NUS12639,Christopher Jackson,XXXXX586A,1976-02-22T00:00:00Z,2007-10-11T00:00:00Z,Political Science,PS4322HM
NUS12640,Sara House,XXXXX830A,1985-03-13T00:00:00Z,2000-04-27T00:00:00Z,Biological Sciences,BL5233
NUS12641,Elizabeth Walker,XXXXX788A,1986-09-26T00:00:00Z,2000-05-25T00:00:00Z,YSTCM Dean's Office,MUA1102
NUS12642,Katherine Young,XXXXX903A,1993-06-18T00:00:00Z,2011-06-23T00:00:00Z,BIZ Dean's Office,BME5051
NUS12643,Ms. Stacie Burch,XXXXX224A,1973-10-10T00:00:00Z,2013-08-31T00:00:00Z,Geography,GE4224
NUS12644,Caitlin Brown,XXXXX157A,1975-11-10T00:00:00Z,2013-05-24T00:00:00Z,BIZ Dean's Office,BMF5346A
NUS12645,Bob Hayes,XXXXX385A,1973-05-16T00:00:00Z,2009-04-23T00:00:00Z,History,HY5412
NUS12646,Katherine Suarez,XXXXX292A,1979-07-13T00:00:00Z,2006-09-15T00:00:00Z,PharmacyandPharmaceuticalScience,PR5136
NUS12647,Mallory Shepherd,XXXXX598A,1986-04-28T00:00:00Z,2004-01-11T00:00:00Z,Chua Thian Poh Comm Leader Center,CLC3303
NUS12648,Kelsey Gross,XXXXX725A,1978-06-11T00:00:00Z,2008-10-12T00:00:00Z,Physics,HSI2014
NUS12649,Willie Wong,XXXXX330A,1987-01-29T00:00:00Z,2010-03-06T00:00:00Z,Duke-NUS Dean's Office,GMS5116
NUS12650,Frank Lopez,XXXXX969A,1972-02-08T00:00:00Z,2002-05-26T00:00:00Z,FASS DO/Office of Programmes,FAS3550
NUS12651,Philip Ramirez,XXXXX574A,1987-10-08T00:00:00Z,2010-05-24T00:00:00Z,Biological Sciences,FSC5101
NUS12652,Nicholas Christian,XXXXX165A,1973-02-24T00:00:00Z,2002-05-16T00:00:00Z,Civil and Environmental Engineering,ESE5202
NUS12653,Sean Wolfe,XXXXX728A,1972-05-04T00:00:00Z,2002-05-06T00:00:00Z,Civil and Environmental Engineering,CE3166
NUS12654,Christopher Huff,XXXXX838A,1973-08-26T00:00:00Z,2004-05-30T00:00:00Z,Chemistry,CM3289N
NUS12655,Kristen Anderson,XXXXX443A,1987-04-14T00:00:00Z,2012-03-20T00:00:00Z,Computer Science,CS4234
NUS12656,Dakota Howard,XXXXX967A,1987-12-20T00:00:00Z,2002-12-22T00:00:00Z,Finance,FIN4752
NUS12657,Tracy Wilcox,XXXXX913A,1973-06-13T00:00:00Z,2014-05-26T00:00:00Z,FoL Dean's Office,LL5021V
NUS12658,Raymond Owens,XXXXX849A,1990-05-22T00:00:00Z,2011-12-27T00:00:00Z,History,HY5207
NUS12659,Ethan Simmons,XXXXX739A,1978-12-20T00:00:00Z,2009-04-21T00:00:00Z,FoL Dean's Office,LC5089
NUS12660,Lisa Mcclure,XXXXX407A,1984-02-11T00:00:00Z,2000-05-15T00:00:00Z,Philosophy,PH4212
NUS12661,Melissa Ramirez,XXXXX212A,1987-12-25T00:00:00Z,2008-07-13T00:00:00Z,History,HY4216
NUS12662,Amanda Campos,XXXXX194A,1975-02-13T00:00:00Z,2007-10-04T00:00:00Z,Marketing,MKT3702A
NUS12663,Ann Smith,XXXXX525A,1987-06-29T00:00:00Z,2004-02-26T00:00:00Z,Centre for Language Studies,LAT4201HM
NUS12664,Alejandro Blake,XXXXX815A,1973-09-02T00:00:00Z,2012-06-09T00:00:00Z,Electrical and Computer Engineering,EE6990
NUS12665,Timothy Williamson,XXXXX705A,1972-06-08T00:00:00Z,2007-01-22T00:00:00Z,Statistics and Data Science,ST5211X
NUS12666,Ian Huber,XXXXX812A,1979-11-16T00:00:00Z,2004-12-22T00:00:00Z,YSTCM Dean's Office,MUA4110
NUS12667,Scott Watson MD,XXXXX712A,1982-08-21T00:00:00Z,2002-02-27T00:00:00Z,FoL Dean's Office,LL4377V
NUS12668,Tonya Perez,XXXXX326A,1981-05-18T00:00:00Z,2012-12-18T00:00:00Z,History,HY2262
NUS12669,Samantha Hendrix,XXXXX580A,1978-04-16T00:00:00Z,2011-06-13T00:00:00Z,Political Science,PS4311HM
NUS12670,Michael Chapman,XXXXX259A,1988-03-30T00:00:00Z,2008-06-14T00:00:00Z,Psychology,PL3104
NUS12671,Candice Buck,XXXXX705A,1975-11-01T00:00:00Z,2007-11-22T00:00:00Z,Center for Quantum Technologies,QT5198
NUS12672,Jennifer Livingston,XXXXX625A,1975-02-28T00:00:00Z,2003-11-21T00:00:00Z,PharmacyandPharmaceuticalScience,PR5198
NUS12673,Tammy Sullivan,XXXXX311A,1979-10-11T00:00:00Z,2000-10-30T00:00:00Z,FoL Dean's Office,LLJ5213V
NUS12674,Dawn Sullivan,XXXXX712A,1974-08-17T00:00:00Z,2014-04-07T00:00:00Z,SoC Dean's Office,DMC1401
NUS12675,Tyler Thompson,XXXXX439A,1975-07-15T00:00:00Z,2012-11-16T00:00:00Z,BIZ Dean's Office,BME5302
NUS12676,Donald Pineda,XXXXX468A,1987-02-22T00:00:00Z,2012-05-06T00:00:00Z,Yale-NUS College,YIR3301G
NUS12677,Jacqueline Hanna,XXXXX774A,1987-05-14T00:00:00Z,2014-04-08T00:00:00Z,Architecture,LAD2003
NUS12678,Laura Harrison,XXXXX659A,1972-10-23T00:00:00Z,2002-04-23T00:00:00Z,Alice Lee Center for Nursing Studies,NUR4102B
NUS12679,Monique Williams,XXXXX771A,1986-06-16T00:00:00Z,2010-11-22T00:00:00Z,Chemistry,CM4299
NUS12680,Michelle Smith,XXXXX212A,1984-07-25T00:00:00Z,2012-05-07T00:00:00Z,Economics,EC4308
NUS12681,Lori Brown,XXXXX265A,1987-05-18T00:00:00Z,2005-12-28T00:00:00Z,Sociology and Anthropology,SC4210HM
NUS12682,Timothy Meyer,XXXXX666A,1982-11-23T00:00:00Z,2002-02-15T00:00:00Z,Political Science,PS2237
NUS12683,Randy Francis,XXXXX393A,1981-10-02T00:00:00Z,2007-12-03T00:00:00Z,Ridge View Residential College,RVSS1001
NUS12684,Sandra Palmer,XXXXX780A,1987-07-29T00:00:00Z,2008-10-27T00:00:00Z,Architecture,AR5955H
NUS12685,Shelia Perry,XXXXX255A,1979-05-25T00:00:00Z,2002-07-02T00:00:00Z,YSTCM Dean's Office,MUA1115
NUS12686,Amy Jones,XXXXX777A,1972-12-06T00:00:00Z,2013-04-23T00:00:00Z,PharmacyandPharmaceuticalScience,PR5211
NUS12687,Anna Lynch,XXXXX627A,1981-01-06T00:00:00Z,2010-05-09T00:00:00Z,English,TS2243
NUS12688,Robin Suarez,XXXXX478A,1981-12-08T00:00:00Z,2001-06-21T00:00:00Z,Computer Science,CS5275
NUS12689,Aaron Daniels,XXXXX538A,1985-03-18T00:00:00Z,2014-03-02T00:00:00Z,Physics,PC4274A
NUS12690,Justin Campbell,XXXXX489A,1973-05-01T00:00:00Z,2014-03-04T00:00:00Z,PharmacyandPharmaceuticalScience,PR5224
NUS12691,Michael Russell,XXXXX727A,1986-05-12T00:00:00Z,2013-08-24T00:00:00Z,SCALE Dean's Office,TBA2103
NUS12692,Joseph Thomas,XXXXX967A,1994-02-15T00:00:00Z,2009-11-02T00:00:00Z,Center for Engl Lang Comms,UTW1001Q
NUS12693,Mr. Derek Peters II,XXXXX753A,1993-11-19T00:00:00Z,2010-01-21T00:00:00Z,Chemistry,CM5211
NUS12694,Caitlin Herrera,XXXXX587A,1978-10-20T00:00:00Z,2012-02-20T00:00:00Z,Industrial Systems Engineering and Management,MT5913
NUS12695,Steven Porter,XXXXX936A,1972-11-08T00:00:00Z,2008-01-06T00:00:00Z,YSTCM Dean's Office,MUA2210
NUS12696,Madison Wall,XXXXX848A,1994-02-05T00:00:00Z,2008-09-03T00:00:00Z,Communications and New Media,NMC5323
NUS12697,Danielle Hernandez,XXXXX190A,1970-11-03T00:00:00Z,2005-07-29T00:00:00Z,Center for Engl Lang Comms,ES1103
NUS12698,Gabriel Sanders,XXXXX944A,1981-12-05T00:00:00Z,2000-02-04T00:00:00Z,Marketing,MKT3702
NUS12699,Christopher Ayala,XXXXX573A,1981-05-07T00:00:00Z,2014-05-27T00:00:00Z,BIZ Dean's Office,BMA5406
NUS12700,Adrienne Stewart,XXXXX169A,1973-01-02T00:00:00Z,2008-05-31T00:00:00Z,Architecture,AR1102
NUS12701,Sydney Welch,XXXXX334A,1994-04-13T00:00:00Z,2006-06-28T00:00:00Z,Ridge View Residential College,RVSS1002
NUS12702,Dr. Jessica Fisher,XXXXX727A,1993-05-19T00:00:00Z,2000-04-30T00:00:00Z,Built Environment,PF4102
NUS12703,Christina Summers,XXXXX862A,1976-09-05T00:00:00Z,2007-07-01T00:00:00Z,Electrical and Computer Engineering,EE5442
NUS12704,Samantha Peterson,XXXXX175A,1987-09-02T00:00:00Z,2012-03-23T00:00:00Z,Mathematics,QF4212
NUS12705,Kelly Singh,XXXXX268A,1978-07-03T00:00:00Z,2005-11-04T00:00:00Z,Office of the Provost,GEN2050Y
NUS12706,Angela Jackson,XXXXX542A,1982-02-03T00:00:00Z,2013-06-07T00:00:00Z,NUS College Dean's Office,NHT2208
NUS12707,Jacqueline Harrison,XXXXX929A,1976-12-18T00:00:00Z,2008-06-21T00:00:00Z,Yale-NUS College,YHU4243
NUS12708,Sharon King,XXXXX820A,1984-03-06T00:00:00Z,2002-03-15T00:00:00Z,Physics,PC5101
NUS12709,Karen Ortiz,XXXXX207A,1977-02-14T00:00:00Z,2011-04-18T00:00:00Z,Information Systems and Analytics,DMC1401IS
NUS12710,Amber Johnson,XXXXX841A,1986-11-15T00:00:00Z,2007-07-18T00:00:00Z,Architecture,ISD5105
NUS12711,Sarah Potts,XXXXX966A,1974-06-01T00:00:00Z,2005-04-26T00:00:00Z,PharmacyandPharmaceuticalScience,PR3288
NUS12712,Calvin Wright,XXXXX892A,1970-05-26T00:00:00Z,2011-07-10T00:00:00Z,Chemical and Biomolecular Engineering,SH5202
NUS12713,Justin Gutierrez,XXXXX843A,1993-01-06T00:00:00Z,2013-03-11T00:00:00Z,Psychology,PL6770
NUS12714,Kimberly Williams,XXXXX468A,1973-12-19T00:00:00Z,2013-12-30T00:00:00Z,Yale-NUS College,YSS3202
NUS12715,Sean Jimenez,XXXXX639A,1984-02-23T00:00:00Z,2003-08-22T00:00:00Z,Computer Science,CS4240
NUS12716,Collin Garcia,XXXXX968A,1981-11-19T00:00:00Z,2006-05-06T00:00:00Z,Psychology,PL4401
NUS12717,Mark Mcgee,XXXXX348A,1993-08-17T00:00:00Z,2013-04-01T00:00:00Z,Computer Science,CS4246
NUS12718,Kevin Garza,XXXXX627A,1992-11-22T00:00:00Z,2011-11-24T00:00:00Z,Tembusu College,UTS2103
NUS12719,Gail Ramirez,XXXXX167A,1982-01-09T00:00:00Z,2004-09-25T00:00:00Z,SCALE Dean's Office,TME4102
NUS12720,John Marks,XXXXX785A,1972-11-20T00:00:00Z,2006-11-17T00:00:00Z,Civil and Environmental Engineering,CE3116
NUS12721,Nathaniel Price,XXXXX596A,1978-11-06T00:00:00Z,2008-04-17T00:00:00Z,South Asian Studies,SN4660HM
NUS12722,Donald Young,XXXXX803A,1991-12-20T00:00:00Z,2004-07-20T00:00:00Z,Mathematics,MA1312
NUS12723,Arthur Melton,XXXXX510A,1976-11-17T00:00:00Z,2001-11-06T00:00:00Z,Physics,UTOS2001P
NUS12724,Jessica Malone,XXXXX929A,1978-09-01T00:00:00Z,2014-03-06T00:00:00Z,Psychology,PLC5006
NUS12725,Randall Harrison,XXXXX223A,1977-12-04T00:00:00Z,2007-09-18T00:00:00Z,SSH School of Public Health Dean's Office,SPH3203
NUS12726,Luis Fox,XXXXX659A,1988-05-23T00:00:00Z,2001-08-17T00:00:00Z,Electrical and Computer Engineering,EE4437
NUS12727,Brandon West,XXXXX554A,1974-03-17T00:00:00Z,2008-08-22T00:00:00Z,Analytics and Operations,DOS3712
NUS12728,Yolanda Johnson,XXXXX957A,1986-01-13T00:00:00Z,2002-07-07T00:00:00Z,Chemical and Biomolecular Engineering,SH5109
NUS12729,Vincent Sawyer,XXXXX653A,1975-04-30T00:00:00Z,2009-05-21T00:00:00Z,Mathematics,QF5210
NUS12730,Timothy Hodge,XXXXX709A,1987-04-04T00:00:00Z,2005-11-21T00:00:00Z,FoL Dean's Office,LC5337
NUS12731,Alexandria Lee,XXXXX379A,1976-12-29T00:00:00Z,2011-03-31T00:00:00Z,YSTCM Dean's Office,MUA3177
NUS12732,Sarah Moore,XXXXX335A,1972-01-14T00:00:00Z,2010-05-17T00:00:00Z,Sociology and Anthropology,AN4210
NUS12733,David Christensen,XXXXX575A,1984-11-08T00:00:00Z,2002-03-28T00:00:00Z,Physics,PC3411
NUS12734,David Chambers,XXXXX168A,1976-03-13T00:00:00Z,2006-09-08T00:00:00Z,YSTCM Dean's Office,MUA3162
NUS12735,Robert Madden,XXXXX130A,1987-11-19T00:00:00Z,2008-11-16T00:00:00Z,Duke-NUS Dean's Office,GMS6800
NUS12736,Jennifer Potter,XXXXX757A,1986-04-25T00:00:00Z,2007-07-28T00:00:00Z,NUS Medicine Dean's Office,MDG5237
NUS12737,Erika Andrade,XXXXX308A,1976-01-24T00:00:00Z,1999-12-08T00:00:00Z,Chemistry,CM5241
NUS12738,Stephen Thompson,XXXXX789A,1971-07-21T00:00:00Z,2001-09-29T00:00:00Z,SCALE Dean's Office,TBA3241
NUS12739,James Martinez,XXXXX861A,1978-12-16T00:00:00Z,2000-05-22T00:00:00Z,FoL Dean's Office,LL6276V
NUS12740,Michael Edwards,XXXXX538A,1976-04-25T00:00:00Z,2002-07-31T00:00:00Z,SSH School of Public Health Dean's Office,SPH6002
NUS12741,Paul Dawson PhD,XXXXX794A,1979-07-18T00:00:00Z,2012-08-09T00:00:00Z,Logistics Inst - Asia Pac,LI5101
NUS12742,Cindy Walker,XXXXX893A,1993-11-27T00:00:00Z,2004-08-21T00:00:00Z,Industrial Design,ID4109
NUS12743,Angela Woodard,XXXXX897A,1992-12-25T00:00:00Z,2004-08-27T00:00:00Z,Biomedical Engineering,BN5001
NUS12744,Amanda Hood,XXXXX972A,1980-09-07T00:00:00Z,2009-03-08T00:00:00Z,English,GEC1018
NUS12745,Michael Robinson,XXXXX451A,1993-12-26T00:00:00Z,2010-01-12T00:00:00Z,BIZ Dean's Office,BI3003B
NUS12746,Ashley Mason,XXXXX235A,1970-03-30T00:00:00Z,2006-09-02T00:00:00Z,Political Science,PS2257
NUS12747,Dennis Martinez,XXXXX344A,1991-08-04T00:00:00Z,2011-01-23T00:00:00Z,Mechanobiology Institute (MBI),MB5103
NUS12748,Kyle Davis,XXXXX336A,1987-06-19T00:00:00Z,2003-10-25T00:00:00Z,FoL Dean's Office,LC1002B
NUS12749,Brad Wilson,XXXXX655A,1982-06-29T00:00:00Z,2000-03-29T00:00:00Z,Civil and Environmental Engineering,CE5104B
NUS12750,Erica Perez,XXXXX339A,1973-12-06T00:00:00Z,2011-09-30T00:00:00Z,English,EN2203
NUS12751,Elizabeth Nguyen,XXXXX241A,1971-10-30T00:00:00Z,2010-04-06T00:00:00Z,Analytics and Operations,DOS4811
NUS12752,Andrew Gonzales,XXXXX796A,1971-07-13T00:00:00Z,2012-02-01T00:00:00Z,YSTCM Dean's Office,MUA4178
NUS12753,Joe Reed,XXXXX269A,1984-08-26T00:00:00Z,2000-09-30T00:00:00Z,Yale-NUS College,YSC2229
NUS12754,Douglas Johnson,XXXXX760A,1980-05-24T00:00:00Z,2005-12-22T00:00:00Z,Psychology,PL4236
NUS12755,Ana Craig,XXXXX397A,1988-02-02T00:00:00Z,2013-06-27T00:00:00Z,Mathematics,QF5206
NUS12756,Jessica Smith,XXXXX487A,1972-11-16T00:00:00Z,2005-06-10T00:00:00Z,Alice Lee Center for Nursing Studies,NUR5613
NUS12757,Brian Perez,XXXXX757A,1990-06-16T00:00:00Z,2003-04-06T00:00:00Z,Yale-NUS College,YSC4209
