Employee_ID,Employee_Name,NRIC,DOB,DOJ,Department_ID,Modules_Taught,Staff_entities,Department_entities,Module_entities,Relationships
NUSPF12601,Lisa Tucker,XXXXX123A,1975-04-24T00:00:00Z,2012-03-17T00:00:00Z,Industrial Systems Engineering and Management,IE5405,"[('Lisa Tucker', 'STAFF')]","[('Industrial Systems Engineering and Management', 'DEPARTMENT')]","[('IE5405', 'MODULE')]",
NUSPF12602,Roy Black,XXXXX475A,1969-10-24T00:00:00Z,2007-11-27T00:00:00Z,Chinese Studies,GESS1003,"[('Roy Black', 'STAFF')]","[('Chinese Studies', 'DEPARTMENT')]","[('GESS1003', 'MODULE')]",
NUSPF12603,Jordan Wagner,XXXXX307A,1982-12-11T00:00:00Z,2001-05-03T00:00:00Z,Computer Science,CS6204,"[('Jordan Wagner', 'STAFF')]","[('Computer Science', 'DEPARTMENT')]","[('CS6204', 'MODULE')]",
NUSPF12604,Savannah Adams,XXXXX386A,1978-09-18T00:00:00Z,2002-04-23T00:00:00Z,Psychology,PL4224,"[('Savannah Adams', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('PL4224', 'MODULE')]",
NUSPF12605,Joel Collins,XXXXX641A,1986-11-02T00:00:00Z,2009-01-19T00:00:00Z,Information Systems and Analytics,IS4231,"[('Joel Collins', 'STAFF')]","[('Information Systems and Analytics', 'DEPARTMENT')]","[('IS4231', 'MODULE')]",
NUSPF12606,Sean Acosta,XXXXX780A,1977-04-27T00:00:00Z,2009-03-10T00:00:00Z,Southeast Asian Studies,SEA5214,"[('Sean Acosta', 'STAFF')]","[('Southeast Asian Studies', 'DEPARTMENT')]","[('SEA5214', 'MODULE')]",
NUSPF12607,Jennifer Harris,XXXXX216A,1994-04-06T00:00:00Z,2014-03-20T00:00:00Z,English,EN4232HM,"[('Jennifer Harris', 'STAFF')]","[('English', 'DEPARTMENT')]","[('EN4232HM', 'MODULE')]",
NUSPF12608,Terri Brady,XXXXX815A,1971-11-23T00:00:00Z,2002-10-26T00:00:00Z,Built Environment,PF3207,"[('Terri Brady', 'STAFF')]","[('Built Environment', 'DEPARTMENT')]","[('PF3207', 'MODULE')]",
NUSPF12609,Ashley Mack,XXXXX184A,1978-03-05T00:00:00Z,2005-01-14T00:00:00Z,Office of the Provost,SFI2034,"[('Ashley Mack', 'STAFF')]","[('Office of the Provost', 'DEPARTMENT')]","[('SFI2034', 'MODULE')]",
NUSPF12610,Christopher Moore,XXXXX923A,1980-08-31T00:00:00Z,2007-08-27T00:00:00Z,Mathematics,DSA5204,"[('Christopher Moore', 'STAFF')]","[('Mathematics', 'DEPARTMENT')]","[('DSA5204', 'MODULE')]",
NUSPF12611,Ashley Dawson,XXXXX704A,1977-11-05T00:00:00Z,2010-08-05T00:00:00Z,YSTCM Dean's Office,MUL2107,"[('Ashley Dawson', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUL2107', 'MODULE')]",
NUSPF12612,Andre Kelly,XXXXX686A,1980-02-24T00:00:00Z,2008-12-27T00:00:00Z,Ridge View Residential College,RVSS1000,"[('Andre Kelly', 'STAFF')]","[('Ridge View Residential College', 'DEPARTMENT')]","[('RVSS1000', 'MODULE')]",
NUSPF12613,Michael Watts,XXXXX694A,1988-09-03T00:00:00Z,2011-01-25T00:00:00Z,YSTCM Dean's Office,MUT3224,"[('Michael Watts', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUT3224', 'MODULE')]",
NUSPF12614,Denise Caldwell,XXXXX494A,1976-12-11T00:00:00Z,2013-04-10T00:00:00Z,Computer Science,CS3281,"[('Denise Caldwell', 'STAFF')]","[('Computer Science', 'DEPARTMENT')]","[('CS3281', 'MODULE')]",
NUSPF12615,Kevin Jones,XXXXX145A,1989-08-04T00:00:00Z,2001-05-13T00:00:00Z,Psychology,UTOA2002PL,"[('Kevin Jones', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('UTOA2002PL', 'MODULE')]",
NUSPF12616,Bradley Smith,XXXXX302A,1984-03-31T00:00:00Z,2005-01-30T00:00:00Z,Biological Sciences,BL5301,"[('Bradley Smith', 'STAFF')]","[('Biological Sciences', 'DEPARTMENT')]","[('BL5301', 'MODULE')]",
NUSPF12617,Jessica Robertson,XXXXX667A,1981-12-22T00:00:00Z,2009-09-27T00:00:00Z,Sociology and Anthropology,SC2204,"[('Jessica Robertson', 'STAFF')]","[('Sociology and Anthropology', 'DEPARTMENT')]","[('SC2204', 'MODULE')]",
NUSPF12618,Danny Faulkner,XXXXX956A,1987-02-18T00:00:00Z,2008-09-27T00:00:00Z,Philosophy,PH2201,"[('Danny Faulkner', 'STAFF')]","[('Philosophy', 'DEPARTMENT')]","[('PH2201', 'MODULE')]",
NUSPF12619,Linda Jefferson,XXXXX301A,1970-05-08T00:00:00Z,2003-11-20T00:00:00Z,Architecture,AR3412,"[('Linda Jefferson', 'STAFF')]","[('Architecture', 'DEPARTMENT')]","[('AR3412', 'MODULE')]",
NUSPF12620,Jennifer Faulkner,XXXXX839A,1990-04-03T00:00:00Z,2002-01-10T00:00:00Z,Mathematics,DSA5201,"[('Jennifer Faulkner', 'STAFF')]","[('Mathematics', 'DEPARTMENT')]","[('DSA5201', 'MODULE')]",
NUSPF12621,William Evans,XXXXX952A,1977-05-31T00:00:00Z,2007-01-01T00:00:00Z,FoL Dean's Office,LLD5322,"[('William Evans', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LLD5322', 'MODULE')]",
NUSPF12622,Vanessa Reynolds,XXXXX175A,1989-09-14T00:00:00Z,2008-10-31T00:00:00Z,FoL Dean's Office,LC2010G,"[('Vanessa Reynolds', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LC2010G', 'MODULE')]",
NUSPF12623,Theresa Guerra,XXXXX725A,1988-05-27T00:00:00Z,2010-01-27T00:00:00Z,Economics,EC2374,"[('Theresa Guerra', 'STAFF')]","[('Economics', 'DEPARTMENT')]","[('EC2374', 'MODULE')]",
NUSPF12624,Ian Nunez,XXXXX654A,1989-06-11T00:00:00Z,2007-03-27T00:00:00Z,Mathematics,QF5210A,"[('Ian Nunez', 'STAFF')]","[('Mathematics', 'DEPARTMENT')]","[('QF5210A', 'MODULE')]",
NUSPF12625,Christy Jimenez,XXXXX602A,1983-07-29T00:00:00Z,2013-05-11T00:00:00Z,Centre for Language Studies,LAH2201,"[('Christy Jimenez', 'STAFF')]","[('Centre for Language Studies', 'DEPARTMENT')]","[('LAH2201', 'MODULE')]",
NUSPF12626,Alexander Larsen,XXXXX204A,1992-09-30T00:00:00Z,2005-08-20T00:00:00Z,Communications and New Media,NMC5341,"[('Alexander Larsen', 'STAFF')]","[('Communications and New Media', 'DEPARTMENT')]","[('NMC5341', 'MODULE')]",
NUSPF12627,Trevor Koch,XXXXX490A,1976-02-21T00:00:00Z,2003-10-31T00:00:00Z,BIZ Dean's Office,BI3712R,"[('Trevor Koch', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BI3712R', 'MODULE')]",
NUSPF12628,Courtney Johnson,XXXXX651A,1979-05-10T00:00:00Z,2007-11-19T00:00:00Z,Architecture,LAD1004,"[('Courtney Johnson', 'STAFF')]","[('Architecture', 'DEPARTMENT')]","[('LAD1004', 'MODULE')]",
NUSPF12629,Tammy Porter,XXXXX392A,1976-11-12T00:00:00Z,2003-10-16T00:00:00Z,Chemistry,SP2251,"[('Tammy Porter', 'STAFF')]","[('Chemistry', 'DEPARTMENT')]","[('SP2251', 'MODULE')]",
NUSPF12630,Donald Flores,XXXXX347A,1989-12-25T00:00:00Z,2014-07-04T00:00:00Z,Accounting,ACC4711,"[('Donald Flores', 'STAFF')]","[('Accounting', 'DEPARTMENT')]","[('ACC4711', 'MODULE')]",
NUSPF12631,Jeffrey Miller,XXXXX436A,1969-09-18T00:00:00Z,2013-08-19T00:00:00Z,Management and Organisation,MNO2705C,"[('Jeffrey Miller', 'STAFF')]","[('Management and Organisation', 'DEPARTMENT')]","[('MNO2705C', 'MODULE')]",
NUSPF12632,Billy Gibson,XXXXX622A,1975-03-27T00:00:00Z,2013-11-23T00:00:00Z,Duke-NUS Dean's Office,GMS5702,"[('Billy Gibson', 'STAFF')]","[(""Duke-NUS Dean's Office"", 'DEPARTMENT')]","[('GMS5702', 'MODULE')]",
NUSPF12633,Robin Navarro,XXXXX689A,1988-11-08T00:00:00Z,2008-11-24T00:00:00Z,NUS College Dean's Office,NST2055,"[('Robin Navarro', 'STAFF')]","[(""NUS College Dean's Office"", 'DEPARTMENT')]","[('NST2055', 'MODULE')]",
NUSPF12634,Ivan Anderson,XXXXX990A,1975-09-15T00:00:00Z,2010-12-19T00:00:00Z,Japanese Studies,GEH1014,"[('Ivan Anderson', 'STAFF')]","[('Japanese Studies', 'DEPARTMENT')]","[('GEH1014', 'MODULE')]",
NUSPF12635,Maria Rose,XXXXX973A,1983-04-04T00:00:00Z,2011-02-08T00:00:00Z,History,HY3260,"[('Maria Rose', 'STAFF')]","[('History', 'DEPARTMENT')]","[('HY3260', 'MODULE')]",
NUSPF12636,Mathew Walters,XXXXX901A,1975-10-29T00:00:00Z,2000-08-05T00:00:00Z,Yale-NUS College,YIR4301,"[('Mathew Walters', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YIR4301', 'MODULE')]",
NUSPF12637,Sue Wright,XXXXX235A,1990-08-03T00:00:00Z,2006-04-22T00:00:00Z,Electrical and Computer Engineering,EE6531,"[('Sue Wright', 'STAFF')]","[('Electrical and Computer Engineering', 'DEPARTMENT')]","[('EE6531', 'MODULE')]",
NUSPF12638,Roberto Martin,XXXXX869A,1979-04-30T00:00:00Z,2005-03-30T00:00:00Z,Chemistry,CM1102,"[('Roberto Martin', 'STAFF')]","[('Chemistry', 'DEPARTMENT')]","[('CM1102', 'MODULE')]",
NUSPF12639,Christopher Jackson,XXXXX586A,1976-02-22T00:00:00Z,2007-10-11T00:00:00Z,Political Science,PS4322HM,"[('Christopher Jackson', 'STAFF')]","[('Political Science', 'DEPARTMENT')]","[('PS4322HM', 'MODULE')]",
NUSPF12640,Sara House,XXXXX830A,1985-03-13T00:00:00Z,2000-04-27T00:00:00Z,Biological Sciences,BL5233,"[('Sara House', 'STAFF')]","[('Biological Sciences', 'DEPARTMENT')]","[('BL5233', 'MODULE')]",
NUSPF12641,Elizabeth Walker,XXXXX788A,1986-09-26T00:00:00Z,2000-05-25T00:00:00Z,YSTCM Dean's Office,MUA1102,"[('Elizabeth Walker', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUA1102', 'MODULE')]",
NUSPF12642,Katherine Young,XXXXX903A,1993-06-18T00:00:00Z,2011-06-23T00:00:00Z,BIZ Dean's Office,BME5051,"[('Katherine Young', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BME5051', 'MODULE')]",
NUSPF12643,Ms. Stacie Burch,XXXXX224A,1973-10-10T00:00:00Z,2013-08-31T00:00:00Z,Geography,GE4224,"[('Ms. Stacie Burch', 'STAFF')]","[('Geography', 'DEPARTMENT')]","[('GE4224', 'MODULE')]",
NUSPF12644,Caitlin Brown,XXXXX157A,1975-11-10T00:00:00Z,2013-05-24T00:00:00Z,BIZ Dean's Office,BMF5346A,"[('Caitlin Brown', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BMF5346A', 'MODULE')]",
NUSPF12645,Bob Hayes,XXXXX385A,1973-05-16T00:00:00Z,2009-04-23T00:00:00Z,History,HY5412,"[('Bob Hayes', 'STAFF')]","[('History', 'DEPARTMENT')]","[('HY5412', 'MODULE')]",
NUSPF12646,Katherine Suarez,XXXXX292A,1979-07-13T00:00:00Z,2006-09-15T00:00:00Z,PharmacyandPharmaceuticalScience,PR5136,"[('Katherine Suarez', 'STAFF')]","[('PharmacyandPharmaceuticalScience', 'DEPARTMENT')]","[('PR5136', 'MODULE')]",
NUSPF12647,Mallory Shepherd,XXXXX598A,1986-04-28T00:00:00Z,2004-01-11T00:00:00Z,Chua Thian Poh Comm Leader Center,CLC3303,"[('Mallory Shepherd', 'STAFF')]","[('Chua Thian Poh Comm Leader Center', 'DEPARTMENT')]","[('CLC3303', 'MODULE')]",
NUSPF12648,Kelsey Gross,XXXXX725A,1978-06-11T00:00:00Z,2008-10-12T00:00:00Z,Physics,HSI2014,"[('Kelsey Gross', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('HSI2014', 'MODULE')]",
NUSPF12649,Willie Wong,XXXXX330A,1987-01-29T00:00:00Z,2010-03-06T00:00:00Z,Duke-NUS Dean's Office,GMS5116,"[('Willie Wong', 'STAFF')]","[(""Duke-NUS Dean's Office"", 'DEPARTMENT')]","[('GMS5116', 'MODULE')]",
NUSPF12650,Frank Lopez,XXXXX969A,1972-02-08T00:00:00Z,2002-05-26T00:00:00Z,FASS DO/Office of Programmes,FAS3550,"[('Frank Lopez', 'STAFF')]","[('FASS DO/Office of Programmes', 'DEPARTMENT')]","[('FAS3550', 'MODULE')]",
NUSPF12651,Philip Ramirez,XXXXX574A,1987-10-08T00:00:00Z,2010-05-24T00:00:00Z,Biological Sciences,FSC5101,"[('Philip Ramirez', 'STAFF')]","[('Biological Sciences', 'DEPARTMENT')]","[('FSC5101', 'MODULE')]",
NUSPF12652,Nicholas Christian,XXXXX165A,1973-02-24T00:00:00Z,2002-05-16T00:00:00Z,Civil and Environmental Engineering,ESE5202,"[('Nicholas Christian', 'STAFF')]","[('Civil and Environmental Engineering', 'DEPARTMENT')]","[('ESE5202', 'MODULE')]",
NUSPF12653,Sean Wolfe,XXXXX728A,1972-05-04T00:00:00Z,2002-05-06T00:00:00Z,Civil and Environmental Engineering,CE3166,"[('Sean Wolfe', 'STAFF')]","[('Civil and Environmental Engineering', 'DEPARTMENT')]","[('CE3166', 'MODULE')]",
NUSPF12654,Christopher Huff,XXXXX838A,1973-08-26T00:00:00Z,2004-05-30T00:00:00Z,Chemistry,CM3289N,"[('Christopher Huff', 'STAFF')]","[('Chemistry', 'DEPARTMENT')]","[('CM3289N', 'MODULE')]",
NUSPF12655,Kristen Anderson,XXXXX443A,1987-04-14T00:00:00Z,2012-03-20T00:00:00Z,Computer Science,CS4234,"[('Kristen Anderson', 'STAFF')]","[('Computer Science', 'DEPARTMENT')]","[('CS4234', 'MODULE')]",
NUSPF12656,Dakota Howard,XXXXX967A,1987-12-20T00:00:00Z,2002-12-22T00:00:00Z,Finance,FIN4752,"[('Dakota Howard', 'STAFF')]","[('Finance', 'DEPARTMENT')]","[('FIN4752', 'MODULE')]",
NUSPF12657,Tracy Wilcox,XXXXX913A,1973-06-13T00:00:00Z,2014-05-26T00:00:00Z,FoL Dean's Office,LL5021V,"[('Tracy Wilcox', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL5021V', 'MODULE')]",
NUSPF12658,Raymond Owens,XXXXX849A,1990-05-22T00:00:00Z,2011-12-27T00:00:00Z,History,HY5207,"[('Raymond Owens', 'STAFF')]","[('History', 'DEPARTMENT')]","[('HY5207', 'MODULE')]",
NUSPF12659,Ethan Simmons,XXXXX739A,1978-12-20T00:00:00Z,2009-04-21T00:00:00Z,FoL Dean's Office,LC5089,"[('Ethan Simmons', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LC5089', 'MODULE')]",
NUSPF12660,Lisa Mcclure,XXXXX407A,1984-02-11T00:00:00Z,2000-05-15T00:00:00Z,Philosophy,PH4212,"[('Lisa Mcclure', 'STAFF')]","[('Philosophy', 'DEPARTMENT')]","[('PH4212', 'MODULE')]",
NUSPF12661,Melissa Ramirez,XXXXX212A,1987-12-25T00:00:00Z,2008-07-13T00:00:00Z,History,HY4216,"[('Melissa Ramirez', 'STAFF')]","[('History', 'DEPARTMENT')]","[('HY4216', 'MODULE')]",
NUSPF12662,Amanda Campos,XXXXX194A,1975-02-13T00:00:00Z,2007-10-04T00:00:00Z,Marketing,MKT3702A,"[('Amanda Campos', 'STAFF')]","[('Marketing', 'DEPARTMENT')]","[('MKT3702A', 'MODULE')]",
NUSPF12663,Ann Smith,XXXXX525A,1987-06-29T00:00:00Z,2004-02-26T00:00:00Z,Centre for Language Studies,LAT4201HM,"[('Ann Smith', 'STAFF')]","[('Centre for Language Studies', 'DEPARTMENT')]","[('LAT4201HM', 'MODULE')]",
NUSPF12664,Alejandro Blake,XXXXX815A,1973-09-02T00:00:00Z,2012-06-09T00:00:00Z,Electrical and Computer Engineering,EE6990,"[('Alejandro Blake', 'STAFF')]","[('Electrical and Computer Engineering', 'DEPARTMENT')]","[('EE6990', 'MODULE')]",
NUSPF12665,Timothy Williamson,XXXXX705A,1972-06-08T00:00:00Z,2007-01-22T00:00:00Z,Statistics and Data Science,ST5211X,"[('Timothy Williamson', 'STAFF')]","[('Statistics and Data Science', 'DEPARTMENT')]","[('ST5211X', 'MODULE')]",
NUSPF12666,Ian Huber,XXXXX812A,1979-11-16T00:00:00Z,2004-12-22T00:00:00Z,YSTCM Dean's Office,MUA4110,"[('Ian Huber', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUA4110', 'MODULE')]",
NUSPF12667,Scott Watson MD,XXXXX712A,1982-08-21T00:00:00Z,2002-02-27T00:00:00Z,FoL Dean's Office,LL4377V,"[('Scott Watson MD', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LL4377V', 'MODULE')]",
NUSPF12668,Tonya Perez,XXXXX326A,1981-05-18T00:00:00Z,2012-12-18T00:00:00Z,History,HY2262,"[('Tonya Perez', 'STAFF')]","[('History', 'DEPARTMENT')]","[('HY2262', 'MODULE')]",
NUSPF12669,Samantha Hendrix,XXXXX580A,1978-04-16T00:00:00Z,2011-06-13T00:00:00Z,Political Science,PS4311HM,"[('Samantha Hendrix', 'STAFF')]","[('Political Science', 'DEPARTMENT')]","[('PS4311HM', 'MODULE')]",
NUSPF12670,Michael Chapman,XXXXX259A,1988-03-30T00:00:00Z,2008-06-14T00:00:00Z,Psychology,PL3104,"[('Michael Chapman', 'STAFF')]","[('Psychology', 'DEPARTMENT')]","[('PL3104', 'MODULE')]",
NUSPF12671,Candice Buck,XXXXX705A,1975-11-01T00:00:00Z,2007-11-22T00:00:00Z,Center for Quantum Technologies,QT5198,"[('Candice Buck', 'STAFF')]","[('Center for Quantum Technologies', 'DEPARTMENT')]","[('QT5198', 'MODULE')]",
NUSPF12672,Jennifer Livingston,XXXXX625A,1975-02-28T00:00:00Z,2003-11-21T00:00:00Z,PharmacyandPharmaceuticalScience,PR5198,"[('Jennifer Livingston', 'STAFF')]","[('PharmacyandPharmaceuticalScience', 'DEPARTMENT')]","[('PR5198', 'MODULE')]",
NUSPF12673,Tammy Sullivan,XXXXX311A,1979-10-11T00:00:00Z,2000-10-30T00:00:00Z,FoL Dean's Office,LLJ5213V,"[('Tammy Sullivan', 'STAFF')]","[(""FoL Dean's Office"", 'DEPARTMENT')]","[('LLJ5213V', 'MODULE')]",
NUSPF12674,Dawn Sullivan,XXXXX712A,1974-08-17T00:00:00Z,2014-04-07T00:00:00Z,SoC Dean's Office,DMC1401,"[('Dawn Sullivan', 'STAFF')]","[(""SoC Dean's Office"", 'DEPARTMENT')]","[('DMC1401', 'MODULE')]",
NUSPF12675,Tyler Thompson,XXXXX439A,1975-07-15T00:00:00Z,2012-11-16T00:00:00Z,BIZ Dean's Office,BME5302,"[('Tyler Thompson', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BME5302', 'MODULE')]",
NUSPF12676,Donald Pineda,XXXXX468A,1987-02-22T00:00:00Z,2012-05-06T00:00:00Z,Yale-NUS College,YIR3301G,"[('Donald Pineda', 'STAFF')]","[('Yale-NUS College', 'DEPARTMENT')]","[('YIR3301G', 'MODULE')]",
NUSPF12677,Jacqueline Hanna,XXXXX774A,1987-05-14T00:00:00Z,2014-04-08T00:00:00Z,Architecture,LAD2003,"[('Jacqueline Hanna', 'STAFF')]","[('Architecture', 'DEPARTMENT')]","[('LAD2003', 'MODULE')]",
NUSPF12678,Laura Harrison,XXXXX659A,1972-10-23T00:00:00Z,2002-04-23T00:00:00Z,Alice Lee Center for Nursing Studies,NUR4102B,"[('Laura Harrison', 'STAFF')]","[('Alice Lee Center for Nursing Studies', 'DEPARTMENT')]","[('NUR4102B', 'MODULE')]",
NUSPF12679,Monique Williams,XXXXX771A,1986-06-16T00:00:00Z,2010-11-22T00:00:00Z,Chemistry,CM4299,"[('Monique Williams', 'STAFF')]","[('Chemistry', 'DEPARTMENT')]","[('CM4299', 'MODULE')]",
NUSPF12680,Michelle Smith,XXXXX212A,1984-07-25T00:00:00Z,2012-05-07T00:00:00Z,Economics,EC4308,"[('Michelle Smith', 'STAFF')]","[('Economics', 'DEPARTMENT')]","[('EC4308', 'MODULE')]",
NUSPF12681,Lori Brown,XXXXX265A,1987-05-18T00:00:00Z,2005-12-28T00:00:00Z,Sociology and Anthropology,SC4210HM,"[('Lori Brown', 'STAFF')]","[('Sociology and Anthropology', 'DEPARTMENT')]","[('SC4210HM', 'MODULE')]",
NUSPF12682,Timothy Meyer,XXXXX666A,1982-11-23T00:00:00Z,2002-02-15T00:00:00Z,Political Science,PS2237,"[('Timothy Meyer', 'STAFF')]","[('Political Science', 'DEPARTMENT')]","[('PS2237', 'MODULE')]",
NUSPF12683,Randy Francis,XXXXX393A,1981-10-02T00:00:00Z,2007-12-03T00:00:00Z,Ridge View Residential College,RVSS1001,"[('Randy Francis', 'STAFF')]","[('Ridge View Residential College', 'DEPARTMENT')]","[('RVSS1001', 'MODULE')]",
NUSPF12684,Sandra Palmer,XXXXX780A,1987-07-29T00:00:00Z,2008-10-27T00:00:00Z,Architecture,AR5955H,"[('Sandra Palmer', 'STAFF')]","[('Architecture', 'DEPARTMENT')]","[('AR5955H', 'MODULE')]",
NUSPF12685,Shelia Perry,XXXXX255A,1979-05-25T00:00:00Z,2002-07-02T00:00:00Z,YSTCM Dean's Office,MUA1115,"[('Shelia Perry', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUA1115', 'MODULE')]",
NUSPF12686,Amy Jones,XXXXX777A,1972-12-06T00:00:00Z,2013-04-23T00:00:00Z,PharmacyandPharmaceuticalScience,PR5211,"[('Amy Jones', 'STAFF')]","[('PharmacyandPharmaceuticalScience', 'DEPARTMENT')]","[('PR5211', 'MODULE')]",
NUSPF12687,Anna Lynch,XXXXX627A,1981-01-06T00:00:00Z,2010-05-09T00:00:00Z,English,TS2243,"[('Anna Lynch', 'STAFF')]","[('English', 'DEPARTMENT')]","[('TS2243', 'MODULE')]",
NUSPF12688,Robin Suarez,XXXXX478A,1981-12-08T00:00:00Z,2001-06-21T00:00:00Z,Computer Science,CS5275,"[('Robin Suarez', 'STAFF')]","[('Computer Science', 'DEPARTMENT')]","[('CS5275', 'MODULE')]",
NUSPF12689,Aaron Daniels,XXXXX538A,1985-03-18T00:00:00Z,2014-03-02T00:00:00Z,Physics,PC4274A,"[('Aaron Daniels', 'STAFF')]","[('Physics', 'DEPARTMENT')]","[('PC4274A', 'MODULE')]",
NUSPF12690,Justin Campbell,XXXXX489A,1973-05-01T00:00:00Z,2014-03-04T00:00:00Z,PharmacyandPharmaceuticalScience,PR5224,"[('Justin Campbell', 'STAFF')]","[('PharmacyandPharmaceuticalScience', 'DEPARTMENT')]","[('PR5224', 'MODULE')]",
NUSPF12691,Michael Russell,XXXXX727A,1986-05-12T00:00:00Z,2013-08-24T00:00:00Z,SCALE Dean's Office,TBA2103,"[('Michael Russell', 'STAFF')]","[(""SCALE Dean's Office"", 'DEPARTMENT')]","[('TBA2103', 'MODULE')]",
NUSPF12692,Joseph Thomas,XXXXX967A,1994-02-15T00:00:00Z,2009-11-02T00:00:00Z,Center for Engl Lang Comms,UTW1001Q,"[('Joseph Thomas', 'STAFF')]","[('Center for Engl Lang Comms', 'DEPARTMENT')]","[('UTW1001Q', 'MODULE')]",
NUSPF12693,Mr. Derek Peters II,XXXXX753A,1993-11-19T00:00:00Z,2010-01-21T00:00:00Z,Chemistry,CM5211,"[('Mr. Derek Peters II', 'STAFF')]","[('Chemistry', 'DEPARTMENT')]","[('CM5211', 'MODULE')]",
NUSPF12694,Caitlin Herrera,XXXXX587A,1978-10-20T00:00:00Z,2012-02-20T00:00:00Z,Industrial Systems Engineering and Management,MT5913,"[('Caitlin Herrera', 'STAFF')]","[('Industrial Systems Engineering and Management', 'DEPARTMENT')]","[('MT5913', 'MODULE')]",
NUSPF12695,Steven Porter,XXXXX936A,1972-11-08T00:00:00Z,2008-01-06T00:00:00Z,YSTCM Dean's Office,MUA2210,"[('Steven Porter', 'STAFF')]","[(""YSTCM Dean's Office"", 'DEPARTMENT')]","[('MUA2210', 'MODULE')]",
NUSPF12696,Madison Wall,XXXXX848A,1994-02-05T00:00:00Z,2008-09-03T00:00:00Z,Communications and New Media,NMC5323,"[('Madison Wall', 'STAFF')]","[('Communications and New Media', 'DEPARTMENT')]","[('NMC5323', 'MODULE')]",
NUSPF12697,Danielle Hernandez,XXXXX190A,1970-11-03T00:00:00Z,2005-07-29T00:00:00Z,Center for Engl Lang Comms,ES1103,"[('Danielle Hernandez', 'STAFF')]","[('Center for Engl Lang Comms', 'DEPARTMENT')]","[('ES1103', 'MODULE')]",
NUSPF12698,Gabriel Sanders,XXXXX944A,1981-12-05T00:00:00Z,2000-02-04T00:00:00Z,Marketing,MKT3702,"[('Gabriel Sanders', 'STAFF')]","[('Marketing', 'DEPARTMENT')]","[('MKT3702', 'MODULE')]",
NUSPF12699,Christopher Ayala,XXXXX573A,1981-05-07T00:00:00Z,2014-05-27T00:00:00Z,BIZ Dean's Office,BMA5406,"[('Christopher Ayala', 'STAFF')]","[(""BIZ Dean's Office"", 'DEPARTMENT')]","[('BMA5406', 'MODULE')]",
NUSPF12700,Adrienne Stewart,XXXXX169A,1973-01-02T00:00:00Z,2008-05-31T00:00:00Z,Architecture,AR1102,"[('Adrienne Stewart', 'STAFF')]","[('Architecture', 'DEPARTMENT')]","[('AR1102', 'MODULE')]",
NUSPF12701,Sydney Welch,XXXXX334A,1994-04-13T00:00:00Z,2006-06-28T00:00:00Z,Ridge View Residential College,RVSS1002,"[('Sydney Welch', 'STAFF')]","[('Ridge View Residential College', 'DEPARTMENT')]","[('RVSS1002', 'MODULE')]",
NUSPF12702,Dr. Jessica Fisher,XXXXX727A,1993-05-19T00:00:00Z,2000-04-30T00:00:00Z,Built Environment,PF4102,"[('Dr. Jessica Fisher', 'STAFF')]","[('Built Environment', 'DEPARTMENT')]","[('PF4102', 'MODULE')]",
NUSPF12703,Christina Summers,XXXXX862A,1976-09-05T00:00:00Z,2007-07-01T00:00:00Z,Electrical and Computer Engineering,EE5442,"[('Christina Summers', 'STAFF')]","[('Electrical and Computer Engineering', 'DEPARTMENT')]","[('EE5442', 'MODULE')]",
NUSPF12704,Samantha Peterson,XXXXX175A,1987-09-02T00:00:00Z,2012-03-23T00:00:00Z,Mathematics,QF4212,"[('Samantha Peterson', 'STAFF')]","[('Mathematics', 'DEPARTMENT')]","[('QF4212', 'MODULE')]",
NUSPF12705,Kelly Singh,XXXXX268A,1978-07-03T00:00:00Z,2005-11-04T00:00:00Z,Office of the Provost,GEN2050Y,"[('Kelly Singh', 'STAFF')]","[('Office of the Provost', 'DEPARTMENT')]","[('GEN2050Y', 'MODULE')]",
NUSPF12706,Angela Jackson,XXXXX542A,1982-02-03T00:00:00Z,2013-06-07T00:00:00Z,NUS College Dean's Office,NHT2208,"[('Angela Jackson', 'STAFF')]","[(""NUS College Dean's Office"", 'DEPARTMENT')]","[('NHT2208', 'MODULE')]",
