Employee_ID,Employee_Name,NRIC,DOB,DOJ,Department,Modules_Taught
NUSPF12546,Cameron Lopez,XXXXX294A,1982-01-31T00:00:00Z,2014-05-09T00:00:00Z,Economics,EC6880
NUSPF12547,Ann Ramos,XXXXX465A,1980-12-30T00:00:00Z,2004-02-05T00:00:00Z,Communications and New Media,NM6660
NUSPF12548,Colleen Lucas,XXXXX211A,1976-01-22T00:00:00Z,2012-12-10T00:00:00Z,Chemical and Biomolecular Engineering,CN5190
NUSPF12549,Ashley Cook,XXXXX492A,1976-11-27T00:00:00Z,2011-11-14T00:00:00Z,BIZ Dean's Office,BMK5102
NUSPF12550,Steven Flynn,XXXXX731A,1993-01-20T00:00:00Z,2013-12-13T00:00:00Z,PharmacyandPharmaceuticalScience,PR5113
NUSPF12551,Andrew Gilbert DVM,XXXXX496A,1984-12-31T00:00:00Z,2007-10-20T00:00:00Z,Chemical and Biomolecular Engineering,CN1101A
NUSPF12552,Christopher Frederick,XXXXX838A,1970-03-13T00:00:00Z,2012-06-05T00:00:00Z,SCALE Dean's Office,TIE2130
NUSPF12553,Jennifer Ewing,XXXXX532A,1981-12-25T00:00:00Z,2010-07-09T00:00:00Z,Communications and New Media,GEX1032
NUSPF12554,Jillian Coleman,XXXXX124A,1992-01-21T00:00:00Z,2008-11-09T00:00:00Z,Psychology,PL4246
NUSPF12555,Angel Thompson,XXXXX767A,1983-07-06T00:00:00Z,2009-08-24T00:00:00Z,Finance,FIN3139
NUSPF12556,Dawn Nixon DDS,XXXXX246A,1985-05-20T00:00:00Z,2005-03-03T00:00:00Z,SCALE Dean's Office,TME2151
NUSPF12557,Amanda Oliver,XXXXX598A,1981-06-06T00:00:00Z,2006-07-20T00:00:00Z,College of Alice and Peter Tan,UTS2402
NUSPF12558,Adam Rhodes MD,XXXXX661A,1986-01-08T00:00:00Z,2009-06-04T00:00:00Z,FoL Dean's Office,LC5336
NUSPF12559,Daniel Osborne,XXXXX974A,1990-10-25T00:00:00Z,2004-03-11T00:00:00Z,Psychology,PL3281A
NUSPF12560,Nathaniel Reid,XXXXX889A,1991-10-25T00:00:00Z,2004-11-01T00:00:00Z,Mechanical Engineering,ME5422
NUSPF12561,William Lee,XXXXX850A,1991-06-19T00:00:00Z,2009-12-02T00:00:00Z,Center for Engl Lang Comms,IS2101
NUSPF12562,Anthony Kelly,XXXXX445A,1977-09-03T00:00:00Z,2004-12-06T00:00:00Z,NUS Medicine Dean's Office,ABM5004
NUSPF12563,Calvin Martinez,XXXXX930A,1989-02-24T00:00:00Z,2012-10-16T00:00:00Z,Communications and New Media,NM2104
NUSPF12564,Monica Meyers,XXXXX537A,1990-10-22T00:00:00Z,2012-11-25T00:00:00Z,FoL Dean's Office,LL5402
NUSPF12565,Jenna Mason,XXXXX492A,1970-09-29T00:00:00Z,2013-11-03T00:00:00Z,Physiology,LSM3216
NUSPF12566,Andrea Bird,XXXXX650A,1984-10-04T00:00:00Z,2012-06-12T00:00:00Z,YSTCM Dean's Office,MUA3178
NUSPF12567,Holly Alexander,XXXXX254A,1986-10-30T00:00:00Z,2009-03-01T00:00:00Z,YSTCM Dean's Office,MUA2108
NUSPF12568,Barbara Moore,XXXXX348A,1980-06-06T00:00:00Z,2009-01-19T00:00:00Z,BIZ Dean's Office,DMB1201FIN
NUSPF12569,Alexis Lin,XXXXX895A,1989-09-02T00:00:00Z,2012-04-24T00:00:00Z,Yale-NUS College,YID2216
NUSPF12570,Erik Maynard,XXXXX665A,1990-07-11T00:00:00Z,2012-08-01T00:00:00Z,Chemistry,CM2122
NUSPF12571,Louis Hartman,XXXXX947A,1976-10-18T00:00:00Z,2001-01-21T00:00:00Z,Mathematics,MA2288
NUSPF12572,Brian Castro,XXXXX743A,1979-06-21T00:00:00Z,1999-08-09T00:00:00Z,Chemical and Biomolecular Engineering,CN5202
NUSPF12573,Brittany Parsons,XXXXX307A,1972-10-14T00:00:00Z,2006-05-19T00:00:00Z,Civil and Environmental Engineering,OT5001
NUSPF12574,Edward Chavez,XXXXX292A,1983-04-04T00:00:00Z,2012-08-01T00:00:00Z,Mathematics,MA1521
NUSPF12575,Anna Kelly,XXXXX609A,1987-01-30T00:00:00Z,2001-07-25T00:00:00Z,BIZ Dean's Office,RE5001
NUSPF12576,William Hull,XXXXX541A,1983-12-14T00:00:00Z,2002-06-28T00:00:00Z,FoL Dean's Office,LL6525
NUSPF12577,Matthew Martinez,XXXXX817A,1974-03-01T00:00:00Z,2005-03-12T00:00:00Z,SCALE Dean's Office,TCE2155
NUSPF12578,Scott Johnson,XXXXX388A,1989-01-21T00:00:00Z,2005-12-12T00:00:00Z,LKYSPP Dean's Office,PP5223
NUSPF12579,Timothy Matthews,XXXXX784A,1989-08-03T00:00:00Z,2001-01-24T00:00:00Z,SSH School of Public Health Dean's Office,SPH5003
NUSPF12580,Dr. Jonathan Murphy,XXXXX561A,1979-05-01T00:00:00Z,2008-08-14T00:00:00Z,Statistics and Data Science,DSA1101
NUSPF12581,Jeremy Lester,XXXXX303A,1993-01-30T00:00:00Z,2013-11-12T00:00:00Z,Architecture,LAD4008
NUSPF12582,Joshua Bell,XXXXX569A,1975-12-12T00:00:00Z,2009-03-07T00:00:00Z,Industrial Systems Engineering and Management,MT5900
NUSPF12583,Jill Cochran,XXXXX432A,1982-10-25T00:00:00Z,2001-02-04T00:00:00Z,PharmacyandPharmaceuticalScience,PR5134
NUSPF12584,Kirsten Mckenzie,XXXXX909A,1989-05-22T00:00:00Z,2000-10-21T00:00:00Z,BIZ Dean's Office,BMK5101
NUSPF12585,Robert Jones,XXXXX394A,1970-11-20T00:00:00Z,2009-10-10T00:00:00Z,Center for Engl Lang Comms,CS2101
NUSPF12586,Jennifer Perkins,XXXXX381A,1988-06-19T00:00:00Z,2003-08-30T00:00:00Z,Political Science,GL4883B
NUSPF12587,Jason Lyons,XXXXX669A,1974-06-24T00:00:00Z,2007-06-09T00:00:00Z,YSTCM Dean's Office,MUH3203
NUSPF12588,Matthew Mcconnell,XXXXX949A,1979-05-02T00:00:00Z,2006-07-07T00:00:00Z,Biological Sciences,BL5661
NUSPF12589,Joseph Rhodes,XXXXX898A,1988-10-26T00:00:00Z,2011-01-31T00:00:00Z,Psychology,PL4880K
NUSPF12590,Jennifer Luna,XXXXX407A,1984-09-15T00:00:00Z,2009-06-04T00:00:00Z,FoL Dean's Office,LLJ5434V
NUSPF12591,Brittany Carpenter,XXXXX936A,1978-07-09T00:00:00Z,2014-05-25T00:00:00Z,Built Environment,PF2205
NUSPF12592,Cody Marshall Jr.,XXXXX753A,1977-03-05T00:00:00Z,2003-07-17T00:00:00Z,Statistics and Data Science,DSA4312
NUSPF12593,Stephanie Wilson,XXXXX993A,1981-06-23T00:00:00Z,2013-08-23T00:00:00Z,Finance,FIN4716
NUSPF12594,Annette Blevins,XXXXX246A,1973-11-12T00:00:00Z,2012-08-26T00:00:00Z,Office of the President,MEM5102
NUSPF12595,Jason Allen,XXXXX755A,1977-03-18T00:00:00Z,1999-09-08T00:00:00Z,Political Science,PS4314HM
NUSPF12596,Monica Valdez,XXXXX142A,1989-12-15T00:00:00Z,2001-07-29T00:00:00Z,English,EN2202
NUSPF12597,Christine Gomez,XXXXX867A,1994-07-13T00:00:00Z,2011-11-16T00:00:00Z,Asian Inst of Digital Finance,FT5101
NUSPF12598,Catherine West,XXXXX294A,1982-07-16T00:00:00Z,2007-02-19T00:00:00Z,English,EN3224
NUSPF12599,Tonya Roberts,XXXXX324A,1991-09-05T00:00:00Z,2002-10-12T00:00:00Z,FoL Dean's Office,LLJ5111V
NUSPF12600,Ronald Rodriguez,XXXXX417A,1976-09-28T00:00:00Z,2009-01-29T00:00:00Z,BIZ Dean's Office,BMA5803
NUSPF12601,Lisa Tucker,XXXXX123A,1975-04-24T00:00:00Z,2012-03-17T00:00:00Z,Industrial Systems Engineering and Management,IE5405
NUSPF12602,Roy Black,XXXXX475A,1969-10-24T00:00:00Z,2007-11-27T00:00:00Z,Chinese Studies,GESS1003
NUSPF12603,Jordan Wagner,XXXXX307A,1982-12-11T00:00:00Z,2001-05-03T00:00:00Z,Computer Science,CS6204
NUSPF12604,Savannah Adams,XXXXX386A,1978-09-18T00:00:00Z,2002-04-23T00:00:00Z,Psychology,PL4224
NUSPF12605,Joel Collins,XXXXX641A,1986-11-02T00:00:00Z,2009-01-19T00:00:00Z,Information Systems and Analytics,IS4231
NUSPF12606,Sean Acosta,XXXXX780A,1977-04-27T00:00:00Z,2009-03-10T00:00:00Z,Southeast Asian Studies,SEA5214
NUSPF12607,Jennifer Harris,XXXXX216A,1994-04-06T00:00:00Z,2014-03-20T00:00:00Z,English,EN4232HM
NUSPF12608,Terri Brady,XXXXX815A,1971-11-23T00:00:00Z,2002-10-26T00:00:00Z,Built Environment,PF3207
NUSPF12609,Ashley Mack,XXXXX184A,1978-03-05T00:00:00Z,2005-01-14T00:00:00Z,Office of the Provost,SFI2034
NUSPF12610,Christopher Moore,XXXXX923A,1980-08-31T00:00:00Z,2007-08-27T00:00:00Z,Mathematics,DSA5204
NUSPF12611,Ashley Dawson,XXXXX704A,1977-11-05T00:00:00Z,2010-08-05T00:00:00Z,YSTCM Dean's Office,MUL2107
NUSPF12612,Andre Kelly,XXXXX686A,1980-02-24T00:00:00Z,2008-12-27T00:00:00Z,Ridge View Residential College,RVSS1000
NUSPF12613,Michael Watts,XXXXX694A,1988-09-03T00:00:00Z,2011-01-25T00:00:00Z,YSTCM Dean's Office,MUT3224
NUSPF12614,Denise Caldwell,XXXXX494A,1976-12-11T00:00:00Z,2013-04-10T00:00:00Z,Computer Science,CS3281
NUSPF12615,Kevin Jones,XXXXX145A,1989-08-04T00:00:00Z,2001-05-13T00:00:00Z,Psychology,UTOA2002PL
NUSPF12616,Bradley Smith,XXXXX302A,1984-03-31T00:00:00Z,2005-01-30T00:00:00Z,Biological Sciences,BL5301
NUSPF12617,Jessica Robertson,XXXXX667A,1981-12-22T00:00:00Z,2009-09-27T00:00:00Z,Sociology and Anthropology,SC2204
NUSPF12618,Danny Faulkner,XXXXX956A,1987-02-18T00:00:00Z,2008-09-27T00:00:00Z,Philosophy,PH2201
NUSPF12619,Linda Jefferson,XXXXX301A,1970-05-08T00:00:00Z,2003-11-20T00:00:00Z,Architecture,AR3412
NUSPF12620,Jennifer Faulkner,XXXXX839A,1990-04-03T00:00:00Z,2002-01-10T00:00:00Z,Mathematics,DSA5201
NUSPF12621,William Evans,XXXXX952A,1977-05-31T00:00:00Z,2007-01-01T00:00:00Z,FoL Dean's Office,LLD5322
NUSPF12622,Vanessa Reynolds,XXXXX175A,1989-09-14T00:00:00Z,2008-10-31T00:00:00Z,FoL Dean's Office,LC2010G
NUSPF12623,Theresa Guerra,XXXXX725A,1988-05-27T00:00:00Z,2010-01-27T00:00:00Z,Economics,EC2374
NUSPF12624,Ian Nunez,XXXXX654A,1989-06-11T00:00:00Z,2007-03-27T00:00:00Z,Mathematics,QF5210A
NUSPF12625,Christy Jimenez,XXXXX602A,1983-07-29T00:00:00Z,2013-05-11T00:00:00Z,Centre for Language Studies,LAH2201
NUSPF12626,Alexander Larsen,XXXXX204A,1992-09-30T00:00:00Z,2005-08-20T00:00:00Z,Communications and New Media,NMC5341
NUSPF12627,Trevor Koch,XXXXX490A,1976-02-21T00:00:00Z,2003-10-31T00:00:00Z,BIZ Dean's Office,BI3712R
NUSPF12628,Courtney Johnson,XXXXX651A,1979-05-10T00:00:00Z,2007-11-19T00:00:00Z,Architecture,LAD1004
NUSPF12629,Tammy Porter,XXXXX392A,1976-11-12T00:00:00Z,2003-10-16T00:00:00Z,Chemistry,SP2251
NUSPF12630,Donald Flores,XXXXX347A,1989-12-25T00:00:00Z,2014-07-04T00:00:00Z,Accounting,ACC4711
NUSPF12631,Jeffrey Miller,XXXXX436A,1969-09-18T00:00:00Z,2013-08-19T00:00:00Z,Management and Organisation,MNO2705C
NUSPF12632,Billy Gibson,XXXXX622A,1975-03-27T00:00:00Z,2013-11-23T00:00:00Z,Duke-NUS Dean's Office,GMS5702
NUSPF12633,Robin Navarro,XXXXX689A,1988-11-08T00:00:00Z,2008-11-24T00:00:00Z,NUS College Dean's Office,NST2055
NUSPF12634,Ivan Anderson,XXXXX990A,1975-09-15T00:00:00Z,2010-12-19T00:00:00Z,Japanese Studies,GEH1014
NUSPF12635,Maria Rose,XXXXX973A,1983-04-04T00:00:00Z,2011-02-08T00:00:00Z,History,HY3260
NUSPF12636,Mathew Walters,XXXXX901A,1975-10-29T00:00:00Z,2000-08-05T00:00:00Z,Yale-NUS College,YIR4301
NUSPF12637,Sue Wright,XXXXX235A,1990-08-03T00:00:00Z,2006-04-22T00:00:00Z,Electrical and Computer Engineering,EE6531
NUSPF12638,Roberto Martin,XXXXX869A,1979-04-30T00:00:00Z,2005-03-30T00:00:00Z,Chemistry,CM1102
NUSPF12639,Christopher Jackson,XXXXX586A,1976-02-22T00:00:00Z,2007-10-11T00:00:00Z,Political Science,PS4322HM
NUSPF12640,Sara House,XXXXX830A,1985-03-13T00:00:00Z,2000-04-27T00:00:00Z,Biological Sciences,BL5233
NUSPF12641,Elizabeth Walker,XXXXX788A,1986-09-26T00:00:00Z,2000-05-25T00:00:00Z,YSTCM Dean's Office,MUA1102
NUSPF12642,Katherine Young,XXXXX903A,1993-06-18T00:00:00Z,2011-06-23T00:00:00Z,BIZ Dean's Office,BME5051
NUSPF12643,Ms. Stacie Burch,XXXXX224A,1973-10-10T00:00:00Z,2013-08-31T00:00:00Z,Geography,GE4224
NUSPF12644,Caitlin Brown,XXXXX157A,1975-11-10T00:00:00Z,2013-05-24T00:00:00Z,BIZ Dean's Office,BMF5346A
NUSPF12645,Bob Hayes,XXXXX385A,1973-05-16T00:00:00Z,2009-04-23T00:00:00Z,History,HY5412
NUSPF12646,Katherine Suarez,XXXXX292A,1979-07-13T00:00:00Z,2006-09-15T00:00:00Z,PharmacyandPharmaceuticalScience,PR5136
NUSPF12647,Mallory Shepherd,XXXXX598A,1986-04-28T00:00:00Z,2004-01-11T00:00:00Z,Chua Thian Poh Comm Leader Center,CLC3303
NUSPF12648,Kelsey Gross,XXXXX725A,1978-06-11T00:00:00Z,2008-10-12T00:00:00Z,Physics,HSI2014
NUSPF12649,Willie Wong,XXXXX330A,1987-01-29T00:00:00Z,2010-03-06T00:00:00Z,Duke-NUS Dean's Office,GMS5116
NUSPF12650,Frank Lopez,XXXXX969A,1972-02-08T00:00:00Z,2002-05-26T00:00:00Z,FASS DO/Office of Programmes,FAS3550
NUSPF12651,Philip Ramirez,XXXXX574A,1987-10-08T00:00:00Z,2010-05-24T00:00:00Z,Biological Sciences,FSC5101
NUSPF12652,Nicholas Christian,XXXXX165A,1973-02-24T00:00:00Z,2002-05-16T00:00:00Z,Civil and Environmental Engineering,ESE5202
NUSPF12653,Sean Wolfe,XXXXX728A,1972-05-04T00:00:00Z,2002-05-06T00:00:00Z,Civil and Environmental Engineering,CE3166
NUSPF12654,Christopher Huff,XXXXX838A,1973-08-26T00:00:00Z,2004-05-30T00:00:00Z,Chemistry,CM3289N
NUSPF12655,Kristen Anderson,XXXXX443A,1987-04-14T00:00:00Z,2012-03-20T00:00:00Z,Computer Science,CS4234
NUSPF12656,Dakota Howard,XXXXX967A,1987-12-20T00:00:00Z,2002-12-22T00:00:00Z,Finance,FIN4752
NUSPF12657,Tracy Wilcox,XXXXX913A,1973-06-13T00:00:00Z,2014-05-26T00:00:00Z,FoL Dean's Office,LL5021V
NUSPF12658,Raymond Owens,XXXXX849A,1990-05-22T00:00:00Z,2011-12-27T00:00:00Z,History,HY5207
NUSPF12659,Ethan Simmons,XXXXX739A,1978-12-20T00:00:00Z,2009-04-21T00:00:00Z,FoL Dean's Office,LC5089
NUSPF12660,Lisa Mcclure,XXXXX407A,1984-02-11T00:00:00Z,2000-05-15T00:00:00Z,Philosophy,PH4212
NUSPF12661,Melissa Ramirez,XXXXX212A,1987-12-25T00:00:00Z,2008-07-13T00:00:00Z,History,HY4216
NUSPF12662,Amanda Campos,XXXXX194A,1975-02-13T00:00:00Z,2007-10-04T00:00:00Z,Marketing,MKT3702A
NUSPF12663,Ann Smith,XXXXX525A,1987-06-29T00:00:00Z,2004-02-26T00:00:00Z,Centre for Language Studies,LAT4201HM
NUSPF12664,Alejandro Blake,XXXXX815A,1973-09-02T00:00:00Z,2012-06-09T00:00:00Z,Electrical and Computer Engineering,EE6990
NUSPF12665,Timothy Williamson,XXXXX705A,1972-06-08T00:00:00Z,2007-01-22T00:00:00Z,Statistics and Data Science,ST5211X
NUSPF12666,Ian Huber,XXXXX812A,1979-11-16T00:00:00Z,2004-12-22T00:00:00Z,YSTCM Dean's Office,MUA4110
NUSPF12667,Scott Watson MD,XXXXX712A,1982-08-21T00:00:00Z,2002-02-27T00:00:00Z,FoL Dean's Office,LL4377V
NUSPF12668,Tonya Perez,XXXXX326A,1981-05-18T00:00:00Z,2012-12-18T00:00:00Z,History,HY2262
NUSPF12669,Samantha Hendrix,XXXXX580A,1978-04-16T00:00:00Z,2011-06-13T00:00:00Z,Political Science,PS4311HM
NUSPF12670,Michael Chapman,XXXXX259A,1988-03-30T00:00:00Z,2008-06-14T00:00:00Z,Psychology,PL3104
NUSPF12671,Candice Buck,XXXXX705A,1975-11-01T00:00:00Z,2007-11-22T00:00:00Z,Center for Quantum Technologies,QT5198
NUSPF12672,Jennifer Livingston,XXXXX625A,1975-02-28T00:00:00Z,2003-11-21T00:00:00Z,PharmacyandPharmaceuticalScience,PR5198
NUSPF12673,Tammy Sullivan,XXXXX311A,1979-10-11T00:00:00Z,2000-10-30T00:00:00Z,FoL Dean's Office,LLJ5213V
NUSPF12674,Dawn Sullivan,XXXXX712A,1974-08-17T00:00:00Z,2014-04-07T00:00:00Z,SoC Dean's Office,DMC1401
NUSPF12675,Tyler Thompson,XXXXX439A,1975-07-15T00:00:00Z,2012-11-16T00:00:00Z,BIZ Dean's Office,BME5302
NUSPF12676,Donald Pineda,XXXXX468A,1987-02-22T00:00:00Z,2012-05-06T00:00:00Z,Yale-NUS College,YIR3301G
NUSPF12677,Jacqueline Hanna,XXXXX774A,1987-05-14T00:00:00Z,2014-04-08T00:00:00Z,Architecture,LAD2003
NUSPF12678,Laura Harrison,XXXXX659A,1972-10-23T00:00:00Z,2002-04-23T00:00:00Z,Alice Lee Center for Nursing Studies,NUR4102B
NUSPF12679,Monique Williams,XXXXX771A,1986-06-16T00:00:00Z,2010-11-22T00:00:00Z,Chemistry,CM4299
NUSPF12680,Michelle Smith,XXXXX212A,1984-07-25T00:00:00Z,2012-05-07T00:00:00Z,Economics,EC4308
NUSPF12681,Lori Brown,XXXXX265A,1987-05-18T00:00:00Z,2005-12-28T00:00:00Z,Sociology and Anthropology,SC4210HM
NUSPF12682,Timothy Meyer,XXXXX666A,1982-11-23T00:00:00Z,2002-02-15T00:00:00Z,Political Science,PS2237
NUSPF12683,Randy Francis,XXXXX393A,1981-10-02T00:00:00Z,2007-12-03T00:00:00Z,Ridge View Residential College,RVSS1001
NUSPF12684,Sandra Palmer,XXXXX780A,1987-07-29T00:00:00Z,2008-10-27T00:00:00Z,Architecture,AR5955H
NUSPF12685,Shelia Perry,XXXXX255A,1979-05-25T00:00:00Z,2002-07-02T00:00:00Z,YSTCM Dean's Office,MUA1115
NUSPF12686,Amy Jones,XXXXX777A,1972-12-06T00:00:00Z,2013-04-23T00:00:00Z,PharmacyandPharmaceuticalScience,PR5211
NUSPF12687,Anna Lynch,XXXXX627A,1981-01-06T00:00:00Z,2010-05-09T00:00:00Z,English,TS2243
NUSPF12688,Robin Suarez,XXXXX478A,1981-12-08T00:00:00Z,2001-06-21T00:00:00Z,Computer Science,CS5275
NUSPF12689,Aaron Daniels,XXXXX538A,1985-03-18T00:00:00Z,2014-03-02T00:00:00Z,Physics,PC4274A
NUSPF12690,Justin Campbell,XXXXX489A,1973-05-01T00:00:00Z,2014-03-04T00:00:00Z,PharmacyandPharmaceuticalScience,PR5224
NUSPF12691,Michael Russell,XXXXX727A,1986-05-12T00:00:00Z,2013-08-24T00:00:00Z,SCALE Dean's Office,TBA2103
NUSPF12692,Joseph Thomas,XXXXX967A,1994-02-15T00:00:00Z,2009-11-02T00:00:00Z,Center for Engl Lang Comms,UTW1001Q
NUSPF12693,Mr. Derek Peters II,XXXXX753A,1993-11-19T00:00:00Z,2010-01-21T00:00:00Z,Chemistry,CM5211
NUSPF12694,Caitlin Herrera,XXXXX587A,1978-10-20T00:00:00Z,2012-02-20T00:00:00Z,Industrial Systems Engineering and Management,MT5913
NUSPF12695,Steven Porter,XXXXX936A,1972-11-08T00:00:00Z,2008-01-06T00:00:00Z,YSTCM Dean's Office,MUA2210
NUSPF12696,Madison Wall,XXXXX848A,1994-02-05T00:00:00Z,2008-09-03T00:00:00Z,Communications and New Media,NMC5323
NUSPF12697,Danielle Hernandez,XXXXX190A,1970-11-03T00:00:00Z,2005-07-29T00:00:00Z,Center for Engl Lang Comms,ES1103
NUSPF12698,Gabriel Sanders,XXXXX944A,1981-12-05T00:00:00Z,2000-02-04T00:00:00Z,Marketing,MKT3702
NUSPF12699,Christopher Ayala,XXXXX573A,1981-05-07T00:00:00Z,2014-05-27T00:00:00Z,BIZ Dean's Office,BMA5406
NUSPF12700,Adrienne Stewart,XXXXX169A,1973-01-02T00:00:00Z,2008-05-31T00:00:00Z,Architecture,AR1102
NUSPF12701,Sydney Welch,XXXXX334A,1994-04-13T00:00:00Z,2006-06-28T00:00:00Z,Ridge View Residential College,RVSS1002
NUSPF12702,Dr. Jessica Fisher,XXXXX727A,1993-05-19T00:00:00Z,2000-04-30T00:00:00Z,Built Environment,PF4102
NUSPF12703,Christina Summers,XXXXX862A,1976-09-05T00:00:00Z,2007-07-01T00:00:00Z,Electrical and Computer Engineering,EE5442
NUSPF12704,Samantha Peterson,XXXXX175A,1987-09-02T00:00:00Z,2012-03-23T00:00:00Z,Mathematics,QF4212
NUSPF12705,Kelly Singh,XXXXX268A,1978-07-03T00:00:00Z,2005-11-04T00:00:00Z,Office of the Provost,GEN2050Y
NUSPF12706,Angela Jackson,XXXXX542A,1982-02-03T00:00:00Z,2013-06-07T00:00:00Z,NUS College Dean's Office,NHT2208
NUSPF12707,Jacqueline Harrison,XXXXX929A,1976-12-18T00:00:00Z,2008-06-21T00:00:00Z,Yale-NUS College,YHU4243
NUSPF12708,Sharon King,XXXXX820A,1984-03-06T00:00:00Z,2002-03-15T00:00:00Z,Physics,PC5101
NUSPF12709,Karen Ortiz,XXXXX207A,1977-02-14T00:00:00Z,2011-04-18T00:00:00Z,Information Systems and Analytics,DMC1401IS
NUSPF12710,Amber Johnson,XXXXX841A,1986-11-15T00:00:00Z,2007-07-18T00:00:00Z,Architecture,ISD5105
NUSPF12711,Sarah Potts,XXXXX966A,1974-06-01T00:00:00Z,2005-04-26T00:00:00Z,PharmacyandPharmaceuticalScience,PR3288
NUSPF12712,Calvin Wright,XXXXX892A,1970-05-26T00:00:00Z,2011-07-10T00:00:00Z,Chemical and Biomolecular Engineering,SH5202
NUSPF12713,Justin Gutierrez,XXXXX843A,1993-01-06T00:00:00Z,2013-03-11T00:00:00Z,Psychology,PL6770
NUSPF12714,Kimberly Williams,XXXXX468A,1973-12-19T00:00:00Z,2013-12-30T00:00:00Z,Yale-NUS College,YSS3202
NUSPF12715,Sean Jimenez,XXXXX639A,1984-02-23T00:00:00Z,2003-08-22T00:00:00Z,Computer Science,CS4240
NUSPF12716,Collin Garcia,XXXXX968A,1981-11-19T00:00:00Z,2006-05-06T00:00:00Z,Psychology,PL4401
NUSPF12717,Mark Mcgee,XXXXX348A,1993-08-17T00:00:00Z,2013-04-01T00:00:00Z,Computer Science,CS4246
NUSPF12718,Kevin Garza,XXXXX627A,1992-11-22T00:00:00Z,2011-11-24T00:00:00Z,Tembusu College,UTS2103
NUSPF12719,Gail Ramirez,XXXXX167A,1982-01-09T00:00:00Z,2004-09-25T00:00:00Z,SCALE Dean's Office,TME4102
NUSPF12720,John Marks,XXXXX785A,1972-11-20T00:00:00Z,2006-11-17T00:00:00Z,Civil and Environmental Engineering,CE3116
NUSPF12721,Nathaniel Price,XXXXX596A,1978-11-06T00:00:00Z,2008-04-17T00:00:00Z,South Asian Studies,SN4660HM
NUSPF12722,Donald Young,XXXXX803A,1991-12-20T00:00:00Z,2004-07-20T00:00:00Z,Mathematics,MA1312
NUSPF12723,Arthur Melton,XXXXX510A,1976-11-17T00:00:00Z,2001-11-06T00:00:00Z,Physics,UTOS2001P
NUSPF12724,Jessica Malone,XXXXX929A,1978-09-01T00:00:00Z,2014-03-06T00:00:00Z,Psychology,PLC5006
NUSPF12725,Randall Harrison,XXXXX223A,1977-12-04T00:00:00Z,2007-09-18T00:00:00Z,SSH School of Public Health Dean's Office,SPH3203
NUSPF12726,Luis Fox,XXXXX659A,1988-05-23T00:00:00Z,2001-08-17T00:00:00Z,Electrical and Computer Engineering,EE4437
NUSPF12727,Brandon West,XXXXX554A,1974-03-17T00:00:00Z,2008-08-22T00:00:00Z,Analytics and Operations,DOS3712
NUSPF12728,Yolanda Johnson,XXXXX957A,1986-01-13T00:00:00Z,2002-07-07T00:00:00Z,Chemical and Biomolecular Engineering,SH5109
NUSPF12729,Vincent Sawyer,XXXXX653A,1975-04-30T00:00:00Z,2009-05-21T00:00:00Z,Mathematics,QF5210
NUSPF12730,Timothy Hodge,XXXXX709A,1987-04-04T00:00:00Z,2005-11-21T00:00:00Z,FoL Dean's Office,LC5337
NUSPF12731,Alexandria Lee,XXXXX379A,1976-12-29T00:00:00Z,2011-03-31T00:00:00Z,YSTCM Dean's Office,MUA3177
NUSPF12732,Sarah Moore,XXXXX335A,1972-01-14T00:00:00Z,2010-05-17T00:00:00Z,Sociology and Anthropology,AN4210
NUSPF12733,David Christensen,XXXXX575A,1984-11-08T00:00:00Z,2002-03-28T00:00:00Z,Physics,PC3411
NUSPF12734,David Chambers,XXXXX168A,1976-03-13T00:00:00Z,2006-09-08T00:00:00Z,YSTCM Dean's Office,MUA3162
NUSPF12735,Robert Madden,XXXXX130A,1987-11-19T00:00:00Z,2008-11-16T00:00:00Z,Duke-NUS Dean's Office,GMS6800
NUSPF12736,Jennifer Potter,XXXXX757A,1986-04-25T00:00:00Z,2007-07-28T00:00:00Z,NUS Medicine Dean's Office,MDG5237
NUSPF12737,Erika Andrade,XXXXX308A,1976-01-24T00:00:00Z,1999-12-08T00:00:00Z,Chemistry,CM5241
NUSPF12738,Stephen Thompson,XXXXX789A,1971-07-21T00:00:00Z,2001-09-29T00:00:00Z,SCALE Dean's Office,TBA3241
NUSPF12739,James Martinez,XXXXX861A,1978-12-16T00:00:00Z,2000-05-22T00:00:00Z,FoL Dean's Office,LL6276V
NUSPF12740,Michael Edwards,XXXXX538A,1976-04-25T00:00:00Z,2002-07-31T00:00:00Z,SSH School of Public Health Dean's Office,SPH6002
NUSPF12741,Paul Dawson PhD,XXXXX794A,1979-07-18T00:00:00Z,2012-08-09T00:00:00Z,Logistics Inst - Asia Pac,LI5101
NUSPF12742,Cindy Walker,XXXXX893A,1993-11-27T00:00:00Z,2004-08-21T00:00:00Z,Industrial Design,ID4109
NUSPF12743,Angela Woodard,XXXXX897A,1992-12-25T00:00:00Z,2004-08-27T00:00:00Z,Biomedical Engineering,BN5001
NUSPF12744,Amanda Hood,XXXXX972A,1980-09-07T00:00:00Z,2009-03-08T00:00:00Z,English,GEC1018
NUSPF12745,Michael Robinson,XXXXX451A,1993-12-26T00:00:00Z,2010-01-12T00:00:00Z,BIZ Dean's Office,BI3003B
NUSPF12746,Ashley Mason,XXXXX235A,1970-03-30T00:00:00Z,2006-09-02T00:00:00Z,Political Science,PS2257
